modality,char,family,type,level,main_accuracy,main_n,compare_group,decoy_level,decoy_accuracy,decoy_n,level_diff,diff
visual,ま,wipe,seion,2.0,0.0,16,same_type_decoy,2.0,0.04724,127,0.0,-0.04724
visual,ま,wipe,seion,4.0,0.5625,16,all_decoy,4.0,0.04839,186,0.0,0.51411
visual,ま,wipe,seion,4.0,0.5625,16,same_type_decoy,4.0,0.07339,109,0.0,0.48911
visual,ま,wipe,seion,8.0,0.9375,16,all_decoy,8.0,0.1105,181,0.0,0.827
visual,ま,wipe,seion,8.0,0.9375,16,same_type_decoy,8.0,0.15748,127,0.0,0.78002
visual,ま,wipe,seion,14.0,0.93333,15,all_decoy,14.0,0.12088,182,0.0,0.81245
visual,ま,wipe,seion,14.0,0.93333,15,same_type_decoy,14.0,0.17544,114,0.0,0.75789
visual,ま,wipe,seion,25.0,0.9375,16,all_decoy,25.0,0.2381,189,0.0,0.6994
visual,ま,wipe,seion,25.0,0.9375,16,same_type_decoy,25.0,0.375,120,0.0,0.5625
visual,ま,wipe,seion,100.0,1.0,16,all_decoy,100.0,0.9779,181,0.0,0.0221
visual,ま,wipe,seion,100.0,1.0,16,same_type_decoy,100.0,0.97674,129,0.0,0.02326
visual,ら,blur,seion,26.0,0.33333,15,all_decoy,26.0,0.23204,181,0.0,0.10129
visual,ら,blur,seion,26.0,0.33333,15,same_type_decoy,26.0,0.23684,114,0.0,0.09649
visual,ら,blur,seion,38.0,0.26667,15,all_decoy,38.0,0.2766,188,0.0,-0.00993
visual,ら,blur,seion,38.0,0.26667,15,same_type_decoy,38.0,0.29167,120,0.0,-0.025
visual,ら,blur,seion,48.0,0.3125,16,all_decoy,48.0,0.50273,183,0.0,-0.19023
visual,ら,blur,seion,48.0,0.3125,16,same_type_decoy,48.0,0.57273,110,0.0,-0.26023
visual,ら,blur,seion,56.0,0.5,14,all_decoy,56.0,0.62431,181,0.0,-0.12431
visual,ら,blur,seion,56.0,0.5,14,same_type_decoy,56.0,0.71053,114,0.0,-0.21053
visual,ら,blur,seion,64.0,0.93333,15,all_decoy,64.0,0.76923,182,0.0,0.1641
visual,ら,blur,seion,64.0,0.93333,15,same_type_decoy,64.0,0.82906,117,0.0,0.10427
visual,ら,blur,seion,72.0,1.0,16,all_decoy,72.0,0.89362,188,0.0,0.10638
visual,ら,blur,seion,72.0,1.0,16,same_type_decoy,72.0,0.95575,113,0.0,0.04425
visual,ら,blur,seion,84.0,1.0,14,all_decoy,84.0,0.94565,184,0.0,0.05435
visual,ら,blur,seion,84.0,1.0,14,same_type_decoy,84.0,0.97561,123,0.0,0.02439
visual,ら,blur,seion,100.0,1.0,15,all_decoy,100.0,0.98352,182,0.0,0.01648
visual,ら,blur,seion,100.0,1.0,15,same_type_decoy,100.0,0.99029,103,0.0,0.00971
visual,ら,fade,seion,0.4,0.0625,16,all_decoy,0.4,0.04372,183,0.0,0.01878
visual,ら,fade,seion,0.4,0.0625,16,same_type_decoy,0.4,0.05714,105,0.0,0.00536
visual,ら,fade,seion,0.8,0.0,15,all_decoy,0.8,0.11538,182,0.0,-0.11538
visual,ら,fade,seion,0.8,0.0,15,same_type_decoy,0.8,0.15517,116,0.0,-0.15517
visual,ら,fade,seion,1.4,0.4375,16,all_decoy,1.4,0.46703,182,0.0,-0.02953
visual,ら,fade,seion,1.4,0.4375,16,same_type_decoy,1.4,0.50893,112,0.0,-0.07143
visual,ら,fade,seion,2.2,0.75,16,all_decoy,2.2,0.65775,187,0.0,0.09225
visual,ら,fade,seion,2.2,0.75,16,same_type_decoy,2.2,0.70175,114,0.0,0.04825
visual,ら,fade,seion,3.5,1.0,16,all_decoy,3.5,0.87432,183,0.0,0.12568
visual,ら,fade,seion,3.5,1.0,16,same_type_decoy,3.5,0.89565,115,0.0,0.10435
visual,ら,fade,seion,6.0,1.0,16,all_decoy,6.0,0.92857,182,0.0,0.07143
visual,ら,fade,seion,6.0,1.0,16,same_type_decoy,6.0,0.92857,112,0.0,0.07143
visual,ら,fade,seion,12.0,1.0,15,all_decoy,12.0,0.95028,181,0.0,0.04972
visual,ら,fade,seion,12.0,1.0,15,same_type_decoy,12.0,0.96522,115,0.0,0.03478
visual,ら,fade,seion,100.0,1.0,16,all_decoy,100.0,0.98942,189,0.0,0.01058
visual,ら,fade,seion,100.0,1.0,16,same_type_decoy,100.0,1.0,119,0.0,0.0
visual,ら,reveal,seion,0.1,0.0,15,all_decoy,0.1,0.03191,188,0.0,-0.03191
visual,ら,reveal,seion,0.1,0.0,15,same_type_decoy,0.1,0.05825,103,0.0,-0.05825
visual,ら,reveal,seion,0.3,0.06667,15,all_decoy,0.3,0.07104,183,0.0,-0.00437
visual,ら,reveal,seion,0.3,0.06667,15,same_type_decoy,0.3,0.09565,115,0.0,-0.02899
visual,ら,reveal,seion,0.5,0.1875,16,all_decoy,0.5,0.08333,180,0.0,0.10417
visual,ら,reveal,seion,0.5,0.1875,16,same_type_decoy,0.5,0.14583,96,0.0,0.04167
visual,ら,reveal,seion,1.0,0.46667,15,all_decoy,1.0,0.20765,183,0.0,0.25902
visual,ら,reveal,seion,1.0,0.46667,15,same_type_decoy,1.0,0.25243,103,0.0,0.21424
visual,ら,reveal,seion,2.0,0.8125,16,all_decoy,2.0,0.51596,188,0.0,0.29654
visual,ら,reveal,seion,2.0,0.8125,16,same_type_decoy,2.0,0.6087,115,0.0,0.2038
visual,ら,reveal,seion,4.0,0.8,15,all_decoy,4.0,0.75956,183,0.0,0.04044
visual,ら,reveal,seion,4.0,0.8,15,same_type_decoy,4.0,0.82524,103,0.0,-0.02524
visual,ら,reveal,seion,9.0,0.93333,15,all_decoy,9.0,0.94536,183,0.0,-0.01202
visual,ら,reveal,seion,9.0,0.93333,15,same_type_decoy,9.0,0.94444,108,0.0,-0.01111
visual,ら,reveal,seion,100.0,0.9375,16,all_decoy,100.0,0.98889,180,0.0,-0.05139
visual,ら,reveal,seion,100.0,0.9375,16,same_type_decoy,100.0,0.99029,103,0.0,-0.05279
visual,ら,wipe,seion,0.5,0.0,14,all_decoy,0.5,0.00543,184,0.0,-0.00543
visual,ら,wipe,seion,0.5,0.0,14,same_type_decoy,0.5,0.00901,111,0.0,-0.00901
visual,ら,wipe,seion,1.0,0.0,15,all_decoy,1.0,0.03315,181,0.0,-0.03315
visual,ら,wipe,seion,1.0,0.0,15,same_type_decoy,1.0,0.04839,124,0.0,-0.04839
visual,ら,wipe,seion,2.0,0.0,16,all_decoy,2.0,0.03226,186,0.0,-0.03226
visual,ら,wipe,seion,2.0,0.0,16,same_type_decoy,2.0,0.04724,127,0.0,-0.04724
visual,ら,wipe,seion,4.0,0.14286,14,all_decoy,4.0,0.04839,186,0.0,0.09447
visual,ら,wipe,seion,4.0,0.14286,14,same_type_decoy,4.0,0.07339,109,0.0,0.06946
visual,ら,wipe,seion,8.0,0.0,17,all_decoy,8.0,0.1105,181,0.0,-0.1105
visual,ら,wipe,seion,8.0,0.0,17,same_type_decoy,8.0,0.15748,127,0.0,-0.15748
visual,ら,wipe,seion,14.0,0.0,14,all_decoy,14.0,0.12088,182,0.0,-0.12088
visual,ら,wipe,seion,14.0,0.0,14,same_type_decoy,14.0,0.17544,114,0.0,-0.17544
visual,ら,wipe,seion,25.0,0.53333,15,all_decoy,25.0,0.2381,189,0.0,0.29524
visual,ら,wipe,seion,25.0,0.53333,15,same_type_decoy,25.0,0.375,120,0.0,0.15833
visual,ら,wipe,seion,100.0,0.875,16,all_decoy,100.0,0.9779,181,0.0,-0.1029
visual,ら,wipe,seion,100.0,0.875,16,same_type_decoy,100.0,0.97674,129,0.0,-0.10174
